constituency_id,state,demographic,result_2011,turnout_2011,margin_2011,swing_2011,result_2016,turnout_2016,margin_2016,swing_2016,result_2021,turnout_2021,margin_2021,swing_2021,turnout_change_16,turnout_change_21,margin_change_16,margin_change_21,seat_flip_16,seat_flip_21,retained_2021,demographic_encoded,state_encoded,result_2016_encoded
TA-AC0502,Tamil Nadu,Rural,DMK,86.65,30.1391,4.2476,DMK,91.43,38.7366,11.941,DMK,86.96,30.7,-11.162,4.780000000000001,-4.470000000000013,8.597500000000004,-8.036600000000004,0,0,1,2,3,6
AS-AC0503,Assam,Rural,AGP,89.81,8.0963,7.449,AGP,89.13,6.8701,-1.703,AGP,89.29,7.1549,0.3956,-0.6800000000000068,0.1600000000000108,-1.2261999999999995,0.2847999999999997,0,0,1,2,0,0
AS-AC0504,Assam,Rural,AIUDF,87.14,3.529,2.8295,AIUDF,88.5,5.975,3.3972,AIUDF,89.62,8.0054,2.82,1.3599999999999994,1.1200000000000045,2.4459999999999997,2.0304,0,0,1,2,0,3
TA-AC0505,Tamil Nadu,Rural,INC,88.03,-1.7662,-4.5197,INC,92.59,6.4327,11.3873,INC,95.0,10.7717,6.0264,4.560000000000002,2.4099999999999966,8.1989,4.3389999999999995,0,0,1,2,3,7
KE-AC0506,Kerala,Rural,LDF,72.4,-3.1163,-11.7388,BJP,71.6,-4.5415,-1.9794,BJP,79.88,10.3474,20.6791,-0.8000000000000114,8.280000000000001,-1.4252000000000002,14.8889,1,0,1,2,1,4
TA-AC0507,Tamil Nadu,Rural,BJP,74.53,-6.0343,-12.3905,BJP,82.91,9.0558,20.9584,BJP,89.29,20.5358,15.9444,8.379999999999995,6.38000000000001,15.0901,11.479999999999999,0,0,1,2,3,4
KE-AC0508,Kerala,Rural,BJP,87.46,18.1506,14.51,BJP,90.98,24.4824,8.7942,BJP,86.67,16.7253,-10.7738,3.5200000000000102,-4.310000000000002,6.331799999999998,-7.757099999999998,0,0,1,2,1,4
PU-AC0509,Puducherry,Rural,INC,88.46,22.9242,24.415,INC,86.86,20.0576,-3.9814,INC,84.42,15.6518,-6.1192,-1.5999999999999943,-2.4399999999999977,-2.8665999999999983,-4.405800000000001,0,0,1,2,2,7
AS-AC0510,Assam,Rural,BJP,70.67,2.3008,-0.3228,BJP,73.23,6.9127,6.4054,BJP,73.72,7.7989,1.2308,2.5600000000000023,0.4899999999999949,4.6119,0.8861999999999997,0,0,1,2,0,4
KE-AC0511,Kerala,Rural,LDF,73.83,11.3492,11.9459,LDF,77.66,18.2496,9.5839,LDF,77.87,18.6216,0.5166,3.8299999999999983,0.21000000000000796,6.900400000000001,0.3719999999999999,0,0,1,2,1,8
WE-AC0512,West Bengal,Semi-Urban,CPIM,77.42,6.823,1.8481,CPIM,82.43,15.8452,12.5309,CPIM,84.0,18.6652,3.9167,5.010000000000005,1.5699999999999932,9.0222,2.8199999999999985,0,0,1,1,4,5
KE-AC0513,Kerala,Urban,LDF,55.34,1.3874,-4.8586,LDF,57.41,5.1128,5.1742,LDF,55.14,1.0268,-5.675,2.069999999999993,-2.269999999999996,3.7254,-4.086,0,0,0,0,1,8
PU-AC0514,Puducherry,Rural,BJP,77.17,5.1047,2.0001,INC,71.22,-5.6172,-14.8915,INC,71.59,-4.9395,0.9412,-5.950000000000003,0.37000000000000455,-10.721900000000002,0.6777000000000006,1,0,0,2,2,7
AS-AC0515,Assam,Rural,INC,87.76,14.0517,6.0412,INC,95.0,27.0866,18.104,INC,89.08,16.4346,-14.7944,7.239999999999995,-5.920000000000002,13.0349,-10.652000000000001,0,0,1,2,0,7
PU-AC0516,Puducherry,Semi-Urban,AINRC,73.79,0.3742,-3.6392,INC,72.69,-1.6176,-2.7664,BJP,74.49,1.6288,4.5089,-1.1000000000000085,1.7999999999999972,-1.9918,3.2464,1,1,0,1,2,7
PU-AC0517,Puducherry,Rural,DMK,80.75,-0.4642,-7.909,BJP,77.63,-6.0791,-7.7985,BJP,81.96,1.7112,10.8198,-3.1200000000000045,4.329999999999998,-5.6149000000000004,7.7903,1,0,0,2,2,4
PU-AC0518,Puducherry,Semi-Urban,BJP,74.22,22.9228,-7.0054,BJP,77.26,28.3957,7.6012,BJP,81.48,35.9875,10.5441,3.0400000000000063,4.219999999999999,5.472900000000003,7.591799999999996,0,0,1,1,2,4
WE-AC0519,West Bengal,Urban,INC,63.57,8.1537,4.8555,INC,69.12,18.1557,13.8916,INC,72.37,23.9955,8.1109,5.550000000000004,3.25,10.001999999999999,5.8398,0,0,1,0,4,7
TA-AC0520,Tamil Nadu,Urban,INC,61.49,4.1484,-14.202,INC,64.78,10.0629,8.2145,INC,64.96,10.3913,0.4562,3.289999999999999,0.1799999999999926,5.914500000000001,0.32839999999999847,0,0,1,0,3,7
WE-AC0521,West Bengal,Rural,TMC,78.88,4.1509,4.0885,TMC,83.84,13.0625,12.3772,TMC,89.35,22.9906,13.789,4.960000000000008,5.509999999999991,8.9116,9.9281,0,0,1,2,4,9
KE-AC0522,Kerala,Urban,BJP,64.6,12.4287,-5.8697,BJP,63.09,9.7118,-3.7734,BJP,65.96,14.8762,7.1728,-1.509999999999991,2.8699999999999903,-2.716899999999999,5.1644000000000005,0,0,1,0,1,4
TA-AC0523,Tamil Nadu,Rural,AIADMK,78.92,-1.7216,-8.2565,INC,79.52,-0.6462,1.4936,BJP,80.98,1.9756,3.6414,0.5999999999999943,1.460000000000008,1.0754000000000001,2.6218,1,1,0,2,3,7
TA-AC0524,Tamil Nadu,Urban,BJP,59.34,8.9264,-1.744,AIADMK,56.01,2.9369,-8.3188,BJP,55.58,2.1504,-1.0923,-3.3300000000000054,-0.4299999999999997,-5.9895,-0.7865000000000002,1,1,0,0,3,1
KE-AC0525,Kerala,Semi-Urban,INC,74.38,8.7685,-4.2627,INC,75.99,11.6623,4.0192,INC,73.1,6.4642,-7.2196,1.6099999999999994,-2.8900000000000006,2.8938000000000006,-5.1981,0,0,1,1,1,7
AS-AC0526,Assam,Rural,AIUDF,77.01,9.9761,10.063,AIUDF,76.77,9.5329,-0.6155,AIUDF,76.6,9.2291,-0.4219,-0.2400000000000091,-0.1700000000000017,-0.4432000000000009,-0.30379999999999896,0,0,1,2,0,3
KE-AC0527,Kerala,Rural,INC,80.66,18.3889,16.9451,INC,73.7,5.8653,-17.3939,INC,76.52,10.9385,7.0461,-6.959999999999994,2.819999999999993,-12.523599999999998,5.073199999999999,0,0,1,2,1,7
PU-AC0528,Puducherry,Semi-Urban,BJP,58.58,-15.0368,-23.975,BJP,60.38,-11.7949,4.5027,DMK,61.26,-10.2159,2.1931,1.8000000000000043,0.8799999999999955,3.2418999999999993,1.5790000000000006,0,1,0,1,2,4
TA-AC0529,Tamil Nadu,Rural,DMK,81.11,4.6371,1.873,DMK,75.57,-5.338,-13.8543,AIADMK,78.74,0.3737,7.9329,-5.540000000000006,3.1700000000000017,-9.975100000000001,5.7117,0,1,0,2,3,6
PU-AC0530,Puducherry,Urban,INC,61.06,2.6332,-2.6417,AINRC,60.82,2.1946,-0.6092,AINRC,61.71,3.7892,2.2148,-0.240000000000002,0.8900000000000006,-0.4386000000000001,1.5946000000000002,1,0,0,0,2,2
PU-AC0531,Puducherry,Urban,AINRC,56.96,-0.9618,-9.8633,INC,56.35,-2.0492,-1.5103,BJP,53.8,-6.6504,-6.3905,-0.6099999999999994,-2.5500000000000043,-1.0874,-4.6012,1,1,0,0,2,7
PU-AC0532,Puducherry,Rural,AINRC,84.81,1.0807,-3.4898,BJP,81.44,-4.9853,-8.425,INC,83.05,-2.0823,4.0319,-3.3700000000000045,1.6099999999999994,-6.066,2.9029999999999996,1,1,0,2,2,4
TA-AC0533,Tamil Nadu,Rural,DMK,82.42,2.8415,-4.6806,DMK,86.88,10.8601,11.1369,AIADMK,79.1,-3.1444,-19.4507,4.459999999999994,-7.780000000000001,8.0186,-14.0045,0,1,0,2,3,6
WE-AC0534,West Bengal,Rural,TMC,71.36,12.3353,1.077,TMC,73.57,16.3053,5.5139,TMC,76.38,21.3647,7.0269,2.2099999999999937,2.8100000000000023,3.969999999999999,5.0594,0,0,1,2,4,9
TA-AC0535,Tamil Nadu,Rural,INC,79.83,-5.5481,-9.9368,DMK,75.57,-13.2151,-10.6486,INC,72.4,-18.9335,-7.9422,-4.260000000000005,-3.1699999999999875,-7.667,-5.718399999999999,1,1,0,2,3,6
TA-AC0536,Tamil Nadu,Urban,AIADMK,66.47,6.7787,-4.4822,DMK,63.7,1.7945,-6.9225,BJP,55.83,-12.3817,-19.6892,-2.769999999999996,-7.8700000000000045,-4.9841999999999995,-14.1762,1,1,0,0,3,6
TA-AC0537,Tamil Nadu,Semi-Urban,AIADMK,73.3,12.0775,-0.2228,AIADMK,74.59,14.3965,3.2208,AIADMK,74.54,14.3166,-0.1109,1.2900000000000063,-0.04999999999999716,2.318999999999999,-0.0799000000000003,0,0,1,1,3,1
TA-AC0538,Tamil Nadu,Rural,INC,79.19,10.6169,-5.6269,INC,73.51,0.3846,-14.2115,INC,71.44,-3.3388,-5.1714,-5.679999999999993,-2.0700000000000074,-10.232299999999999,-3.7234,0,0,0,2,3,7
KE-AC0539,Kerala,Urban,UDF,53.52,-1.9316,-7.8985,UDF,54.46,-0.2368,2.3539,LDF,49.16,-9.7825,-13.2579,0.9399999999999977,-5.300000000000004,1.6947999999999999,-9.5457,0,1,0,0,1,10
KE-AC0540,Kerala,Semi-Urban,BJP,61.28,3.2116,-0.8607,LDF,60.68,2.1293,-1.5032,BJP,59.37,-0.2229,-3.267,-0.6000000000000014,-1.3100000000000023,-1.0822999999999996,-2.3522000000000003,1,1,0,1,1,8
KE-AC0541,Kerala,Rural,LDF,86.12,11.8628,13.0328,LDF,88.46,16.0832,5.8617,LDF,86.81,13.1138,-4.1241,2.339999999999989,-1.6499999999999915,4.2204000000000015,-2.969400000000002,0,0,1,2,1,8
TA-AC0542,Tamil Nadu,Rural,INC,80.03,6.3134,2.1209,AIADMK,76.05,-0.8388,-9.9336,AIADMK,71.99,-8.1531,-10.1588,-3.980000000000004,-4.060000000000002,-7.1522,-7.3143,1,0,0,2,3,1
KE-AC0543,Kerala,Rural,UDF,73.38,-4.5652,-13.6147,BJP,75.29,-1.124,4.7794,BJP,79.37,6.2114,10.1881,1.9100000000000108,4.079999999999998,3.4412,7.3354,1,0,1,2,1,4
PU-AC0544,Puducherry,Rural,INC,79.49,33.7343,6.6439,INC,76.77,28.8433,-6.793,INC,73.48,22.9085,-8.2427,-2.719999999999999,-3.289999999999992,-4.890999999999998,-5.934799999999999,0,0,1,2,2,7
AS-AC0545,Assam,Urban,INC,64.25,0.9546,-1.3415,AIUDF,65.86,3.8596,4.0347,AGP,63.67,-0.0958,-5.4936,1.6099999999999994,-2.1899999999999977,2.905,-3.9554,1,1,0,0,0,3
PU-AC0546,Puducherry,Rural,INC,76.07,5.0827,4.8756,INC,80.8,13.5923,11.8189,INC,82.72,17.0548,4.8091,4.730000000000004,1.9200000000000017,8.509599999999999,3.4625000000000004,0,0,1,2,2,7
PU-AC0547,Puducherry,Rural,AINRC,78.27,23.9779,13.2018,AINRC,79.46,26.1207,2.976,AINRC,75.12,18.3132,-10.8437,1.1899999999999977,-4.339999999999989,2.1427999999999976,-7.807500000000001,0,0,1,2,2,2
AS-AC0548,Assam,Urban,AGP,56.09,3.2388,-7.0979,AGP,60.0,10.2868,9.7889,AIUDF,54.52,0.4102,-13.7174,3.9099999999999966,-5.479999999999997,7.048,-9.8766,0,1,0,0,0,0
KE-AC0549,Kerala,Rural,BJP,73.81,-3.1471,-13.8526,LDF,64.62,-19.6935,-22.9811,BJP,62.54,-23.428,-5.1868,-9.189999999999998,-2.0800000000000054,-16.5464,-3.7345000000000006,1,1,0,2,1,8
AS-AC0550,Assam,Urban,INC,61.04,11.4628,11.4706,INC,61.61,12.491,1.4281,INC,59.3,8.3312,-5.7775,0.5700000000000003,-2.3100000000000023,1.0282,-4.159799999999999,0,0,1,0,0,7
WE-AC0551,West Bengal,Urban,CPIM,56.58,-3.631,-7.8934,TMC,56.55,-3.6817,-0.0704,TMC,55.69,-5.2341,-2.1561,-0.030000000000001137,-0.8599999999999994,-0.05070000000000041,-1.5523999999999996,1,0,0,0,4,9
PU-AC0552,Puducherry,Rural,AINRC,90.75,8.1651,6.2649,AINRC,89.41,5.7436,-3.3632,INC,83.19,-5.444,-15.5383,-1.3400000000000034,-6.219999999999999,-2.421500000000001,-11.1876,0,1,0,2,2,2
WE-AC0553,West Bengal,Urban,CPIM,50.61,14.669,-14.7692,CPIM,47.65,9.3455,-7.3937,CPIM,52.42,17.9272,11.919,-2.960000000000001,4.770000000000003,-5.323500000000001,8.5817,0,0,1,0,4,5
KE-AC0554,Kerala,Urban,LDF,54.0,-12.592,-19.8904,UDF,55.63,-9.6522,4.083,UDF,54.39,-11.8882,-3.1056,1.6300000000000026,-1.240000000000002,2.9398,-2.235999999999999,1,0,0,0,1,10
AS-AC0555,Assam,Rural,AGP,79.68,7.1744,4.6247,AGP,80.1,7.9366,1.0586,AGP,83.4,13.8742,8.2467,0.4199999999999875,3.3000000000000114,0.7622,5.9376,0,0,1,2,0,0
WE-AC0556,West Bengal,Rural,CPIM,86.96,9.0494,6.576,CPIM,88.79,12.3396,4.5697,CPIM,94.04,21.7925,13.129,1.8300000000000125,5.25,3.2902000000000005,9.4529,0,0,1,2,4,5
PU-AC0557,Puducherry,Rural,DMK,77.99,7.7059,-0.4161,DMK,77.35,6.563,-1.5874,BJP,74.88,2.1196,-6.1714,-0.6400000000000006,-2.469999999999999,-1.1429,-4.4434,0,1,0,2,2,6
AS-AC0558,Assam,Urban,BJP,69.97,23.7188,16.2123,BJP,67.35,19.0071,-6.544,BJP,63.63,12.3063,-9.3066,-2.6200000000000045,-3.7199999999999918,-4.7117,-6.700800000000001,0,0,1,0,0,4
AS-AC0559,Assam,Urban,BJP,63.76,10.9043,5.4832,BJP,67.55,17.7414,9.4959,BJP,67.32,17.3136,-0.5942,3.789999999999999,-0.23000000000000398,6.8370999999999995,-0.42779999999999774,0,0,1,0,0,4
TA-AC0560,Tamil Nadu,Rural,INC,67.94,7.9746,4.2367,INC,62.41,-1.9825,-13.8293,AIADMK,57.68,-10.485,-11.809,-5.530000000000001,-4.729999999999997,-9.9571,-8.5025,0,1,0,2,3,7
AS-AC0561,Assam,Semi-Urban,AIUDF,74.83,10.5376,7.2268,AIUDF,77.96,16.1787,7.8349,AIUDF,79.73,19.3656,4.4262,3.1299999999999955,1.7700000000000102,5.6411,3.1869000000000014,0,0,1,1,0,3
TA-AC0562,Tamil Nadu,Semi-Urban,INC,83.43,30.4896,36.577,INC,84.87,33.0945,3.6179,INC,89.21,40.9024,10.8443,1.4399999999999977,4.339999999999989,2.604899999999997,7.807900000000004,0,0,1,1,3,7
KE-AC0563,Kerala,Rural,BJP,84.4,5.5303,4.2819,LDF,83.28,3.5143,-2.7999,LDF,78.16,-5.6947,-12.7903,-1.1200000000000045,-5.1200000000000045,-2.0160000000000005,-9.209,1,0,0,2,1,8
WE-AC0564,West Bengal,Rural,BJP,74.65,3.1612,-6.1139,CPIM,74.28,2.492,-0.9294,TMC,73.32,0.7676,-2.395,-0.37000000000000455,-0.960000000000008,-0.6692,-1.7244000000000002,1,1,0,2,4,5
KE-AC0565,Kerala,Rural,UDF,80.19,-5.8879,-10.7542,BJP,85.45,3.575,13.143,BJP,85.97,4.523,1.3167,5.260000000000005,0.519999999999996,9.462900000000001,0.9479999999999995,1,0,0,2,1,4
WE-AC0566,West Bengal,Rural,TMC,75.64,31.5001,3.4664,TMC,81.47,41.9979,14.5803,TMC,75.48,31.2253,-14.962,5.829999999999998,-5.989999999999995,10.497800000000002,-10.7726,0,0,1,2,4,9
KE-AC0567,Kerala,Semi-Urban,BJP,80.32,19.2327,14.4731,BJP,82.59,23.323,5.681,BJP,78.39,15.7655,-10.4966,2.2700000000000102,-4.200000000000003,4.090299999999999,-7.557500000000001,0,0,1,1,1,4
AS-AC0568,Assam,Rural,AGP,71.14,16.65,3.5622,AGP,65.49,6.4815,-14.1229,AGP,65.85,7.1308,0.9018,-5.650000000000006,0.35999999999999943,-10.168499999999998,0.6493000000000002,0,0,1,2,0,0
AS-AC0569,Assam,Urban,INC,68.52,1.9574,-7.7461,AIUDF,61.76,-10.2047,-16.8918,AGP,59.88,-13.5978,-4.7126,-6.759999999999998,-1.8799999999999955,-12.1621,-3.3930999999999987,1,1,0,0,0,3
WE-AC0570,West Bengal,Rural,CPIM,68.33,4.0028,-3.203,CPIM,74.9,15.8351,16.4338,CPIM,76.35,18.4318,3.6065,6.570000000000007,1.4499999999999886,11.8323,2.5966999999999985,0,0,1,2,4,5
PU-AC0571,Puducherry,Rural,INC,75.54,5.8893,5.9257,BJP,64.72,-13.5823,-27.0439,BJP,62.2,-18.1175,-6.2988,-10.820000000000007,-2.519999999999996,-19.471600000000002,-4.5352,1,0,0,2,2,4
AS-AC0572,Assam,Urban,AGP,56.49,-8.8229,-14.0556,INC,52.55,-15.9149,-9.8499,AIUDF,53.35,-14.4844,1.9868,-3.940000000000005,0.8000000000000043,-7.091999999999999,1.4304999999999986,1,1,0,0,0,7
PU-AC0573,Puducherry,Rural,BJP,83.64,5.514,0.7176,DMK,81.97,2.5141,-4.1665,DMK,80.93,0.6432,-2.5985,-1.6700000000000017,-1.039999999999992,-2.9999000000000002,-1.8709,1,0,0,2,2,6
TA-AC0574,Tamil Nadu,Rural,BJP,78.85,12.5895,13.1728,BJP,82.42,19.0137,8.9225,BJP,83.51,20.9706,2.718,3.5700000000000074,1.0900000000000034,6.424200000000001,1.956900000000001,0,0,1,2,3,4
AS-AC0575,Assam,Semi-Urban,INC,77.17,14.4616,10.6059,AIUDF,69.87,1.3096,-18.2666,INC,70.43,2.3249,1.4101,-7.299999999999997,0.5600000000000023,-13.152000000000001,1.0152999999999999,1,1,0,1,0,3
PU-AC0576,Puducherry,Rural,INC,73.46,-3.426,-8.2432,AINRC,69.66,-10.267,-9.5014,AINRC,68.87,-11.6975,-1.9869,-3.799999999999997,-0.789999999999992,-6.840999999999999,-1.4305000000000003,1,0,0,2,2,2
PU-AC0577,Puducherry,Rural,BJP,74.34,8.9903,-15.2018,BJP,75.39,10.8854,2.632,BJP,73.73,7.8924,-4.1569,1.0499999999999972,-1.6599999999999966,1.8951000000000011,-2.9930000000000003,0,0,1,2,2,4
AS-AC0578,Assam,Rural,INC,85.25,6.9313,7.8396,AGP,83.6,3.9461,-4.1462,AGP,87.37,10.7429,9.4401,-1.6500000000000057,3.7700000000000102,-2.9852000000000003,6.796800000000001,1,0,1,2,0,0
WE-AC0579,West Bengal,Rural,BJP,85.01,8.1762,8.4032,BJP,86.01,9.9783,2.503,BJP,89.24,15.8039,8.0912,1.0,3.2299999999999898,1.8021000000000011,5.8256,0,0,1,2,4,4
TA-AC0580,Tamil Nadu,Rural,AIADMK,81.89,14.4317,16.7858,AIADMK,85.53,20.9823,9.0981,AIADMK,79.67,10.4372,-14.646,3.6400000000000006,-5.859999999999999,6.550599999999999,-10.545099999999998,0,0,1,2,3,1
WE-AC0581,West Bengal,Urban,INC,64.13,4.3267,1.3865,INC,64.08,4.2357,-0.1264,INC,64.58,5.1429,1.26,-0.04999999999999716,0.5,-0.09100000000000019,0.9072000000000005,0,0,1,0,4,7
PU-AC0582,Puducherry,Urban,BJP,62.38,-3.8572,-6.982,BJP,69.09,8.2293,16.7867,BJP,61.44,-5.5345,-19.1164,6.710000000000001,-7.650000000000006,12.086500000000001,-13.7638,0,0,0,0,2,4
TA-AC0583,Tamil Nadu,Semi-Urban,AIADMK,76.62,2.7227,0.798,AIADMK,81.18,10.9275,11.3956,AIADMK,79.63,8.1385,-3.8736,4.560000000000002,-1.5500000000000114,8.2048,-2.7889999999999997,0,0,1,1,3,1
PU-AC0584,Puducherry,Rural,DMK,86.62,8.5483,-0.5187,DMK,85.99,7.4037,-1.5897,BJP,82.42,0.9751,-8.9285,-0.6300000000000097,-3.569999999999993,-1.1445999999999996,-6.428599999999999,0,1,0,2,2,6
WE-AC0585,West Bengal,Rural,CPIM,86.49,9.4995,8.112,CPIM,85.85,8.3363,-1.6156,BJP,83.35,3.8372,-6.2488,-0.6400000000000006,-2.5,-1.1631999999999998,-4.499099999999999,0,1,0,2,4,5
AS-AC0586,Assam,Semi-Urban,BJP,69.85,6.2472,-3.7257,BJP,64.08,-4.1317,-14.4152,BJP,61.99,-7.9038,-5.239,-5.769999999999996,-2.0899999999999963,-10.378900000000002,-3.7721,0,0,0,1,0,4
TA-AC0587,Tamil Nadu,Rural,BJP,92.59,10.4876,5.7125,BJP,95.0,14.8272,6.0272,DMK,88.74,3.5622,-15.6458,2.4099999999999966,-6.260000000000005,4.339599999999999,-11.265,0,1,0,2,3,4
TA-AC0588,Tamil Nadu,Rural,INC,71.23,-8.5217,-18.9001,BJP,69.41,-11.7962,-4.5479,AIADMK,65.25,-19.2828,-10.3981,-1.8200000000000074,-4.159999999999997,-3.2745000000000015,-7.486600000000001,1,1,0,2,3,4
TA-AC0589,Tamil Nadu,Rural,BJP,76.69,-9.5656,-16.2353,BJP,77.16,-8.7067,1.193,BJP,76.9,-9.1888,-0.6696,0.46999999999999886,-0.2599999999999909,0.8589000000000002,-0.48210000000000086,0,0,0,2,3,4
KE-AC0590,Kerala,Rural,BJP,84.06,19.3834,11.4926,BJP,86.29,23.3835,5.5558,BJP,77.66,7.8632,-21.5559,2.230000000000004,-8.63000000000001,4.0001,-15.520300000000002,0,0,1,2,1,4
AS-AC0591,Assam,Semi-Urban,AIUDF,63.41,3.4948,-18.6734,AIUDF,66.59,9.2169,7.9474,AIUDF,70.91,16.9906,10.7968,3.180000000000007,4.319999999999993,5.722100000000001,7.7737,0,0,1,1,0,3
AS-AC0592,Assam,Urban,BJP,56.29,24.5124,13.1964,BJP,55.29,22.7138,-2.4981,BJP,56.56,25.0091,3.188,-1.0,1.2700000000000031,-1.7986000000000004,2.295300000000001,0,0,1,0,0,4
AS-AC0593,Assam,Urban,INC,63.98,20.0622,4.7983,INC,62.91,18.128,-2.6865,BJP,55.56,4.9062,-18.3636,-1.0700000000000003,-7.349999999999994,-1.9342000000000006,-13.2218,0,1,0,0,0,7
TA-AC0594,Tamil Nadu,Urban,AIADMK,71.6,1.8642,1.1207,AIADMK,76.16,10.0839,11.4163,AIADMK,74.4,6.9004,-4.4215,4.560000000000002,-1.759999999999991,8.2197,-3.1834999999999996,0,0,1,0,3,1
WE-AC0595,West Bengal,Urban,TMC,65.41,9.6546,9.7568,TMC,61.52,2.6551,-9.7215,TMC,65.45,9.7278,9.8232,-3.8899999999999935,3.9299999999999997,-6.9995,7.0727,0,0,1,0,4,9
WE-AC0596,West Bengal,Urban,TMC,64.85,6.6481,-1.3264,BJP,57.63,-6.3444,-18.0451,CPIM,56.15,-9.0043,-3.6943,-7.219999999999992,-1.480000000000004,-12.9925,-2.6599000000000004,1,1,0,0,4,4
WE-AC0597,West Bengal,Rural,INC,73.65,-5.6574,-16.6716,CPIM,73.91,-5.2061,0.6268,CPIM,74.26,-4.5591,0.8986,0.2599999999999909,0.3500000000000085,0.4512999999999998,0.6470000000000002,1,0,0,2,4,5
AS-AC0598,Assam,Rural,BJP,76.86,-2.6964,-10.9021,AIUDF,72.92,-9.7923,-9.8554,INC,69.04,-16.7745,-9.6974,-3.9399999999999977,-3.8799999999999955,-7.0958999999999985,-6.982200000000001,1,1,0,2,0,3
PU-AC0599,Puducherry,Rural,INC,86.91,-1.1568,-3.8538,AINRC,84.68,-5.1759,-5.5821,INC,83.95,-6.4868,-1.8207,-2.2299999999999898,-0.730000000000004,-4.0191,-1.3108999999999993,1,1,0,2,2,2
KE-AC0600,Kerala,Urban,UDF,65.32,5.8528,-5.9101,UDF,67.68,10.0945,5.8912,UDF,68.36,11.3081,1.6856,2.3600000000000136,0.6799999999999926,4.2417,1.2135999999999996,0,0,1,0,1,10
TA-AC0601,Tamil Nadu,Semi-Urban,DMK,70.5,10.6232,0.2476,DMK,69.14,8.1807,-3.3924,DMK,62.57,-3.6457,-16.4255,-1.3599999999999994,-6.57,-2.442500000000001,-11.8264,0,0,0,1,3,6
TA-AC0602,Tamil Nadu,Rural,DMK,95.0,40.4435,12.6458,DMK,90.3,31.9762,-11.7602,DMK,88.95,29.5613,-3.354,-4.700000000000003,-1.3499999999999943,-8.467300000000002,-2.4148999999999994,0,0,1,2,3,6
AS-AC0603,Assam,Semi-Urban,AGP,71.03,0.6973,-1.4752,INC,69.79,-1.5374,-3.1037,BJP,67.38,-5.8657,-6.0115,-1.2399999999999949,-2.410000000000011,-2.2347,-4.3283000000000005,1,1,0,1,0,7
KE-AC0604,Kerala,Urban,BJP,49.47,-2.1962,-11.7946,BJP,55.21,8.1364,14.3509,BJP,53.82,5.6358,-3.473,5.740000000000002,-1.3900000000000006,10.3326,-2.5006000000000004,0,0,1,0,1,4
KE-AC0605,Kerala,Rural,BJP,79.85,8.4486,6.9869,BJP,79.95,8.6301,0.2521,INC,73.77,-2.4804,-15.4312,0.10000000000000853,-6.180000000000007,0.18149999999999977,-11.1105,0,1,0,2,1,4
AS-AC0606,Assam,Rural,AIUDF,90.07,15.169,13.0343,AIUDF,88.63,12.5768,-3.6003,AIUDF,90.73,16.3511,5.242,-1.4399999999999977,2.1000000000000085,-2.5922,3.7742999999999984,0,0,1,2,0,3
TA-AC0607,Tamil Nadu,Rural,BJP,75.99,-3.1543,-8.8777,BJP,79.98,4.0287,9.9763,AIADMK,78.83,1.9638,-2.8679,3.990000000000009,-1.1500000000000057,7.183,-2.0648999999999997,0,1,0,2,3,4
PU-AC0608,Puducherry,Rural,AINRC,86.39,5.9727,4.9609,AINRC,89.27,11.1646,7.2109,AINRC,87.96,8.8022,-3.2812,2.8799999999999955,-1.3100000000000023,5.1919,-2.362400000000001,0,0,1,2,2,2
AS-AC0609,Assam,Urban,AIUDF,61.65,8.7527,-6.024,AIUDF,61.99,9.3656,0.8512,AIUDF,68.37,20.8493,15.9495,0.3400000000000034,6.380000000000003,0.6128999999999998,11.483699999999999,0,0,1,0,0,3
AS-AC0610,Assam,Semi-Urban,INC,71.45,-6.2531,-11.1043,INC,74.49,-0.7817,7.5992,INC,80.61,10.2293,15.293,3.039999999999992,6.1200000000000045,5.4714,11.011000000000001,0,0,1,1,0,7
TA-AC0611,Tamil Nadu,Rural,AIADMK,78.61,7.8825,6.8326,AIADMK,78.06,6.8813,-1.3905,AIADMK,82.88,15.558,12.051,-0.5499999999999972,4.819999999999993,-1.0011999999999999,8.6767,0,0,1,2,3,1
TA-AC0612,Tamil Nadu,Urban,AIADMK,58.78,12.2813,-7.6783,AIADMK,55.92,7.1272,-7.1585,BJP,52.66,1.263,-8.1447,-2.8599999999999994,-3.260000000000005,-5.1541,-5.8642,0,1,0,0,3,1
WE-AC0613,West Bengal,Urban,BJP,69.74,8.9371,9.3567,BJP,69.76,8.9695,0.045,BJP,68.79,7.2226,-2.4263,0.020000000000010232,-0.9699999999999989,0.03240000000000087,-1.7469000000000001,0,0,1,0,4,4
AS-AC0614,Assam,Semi-Urban,AGP,56.41,-10.6032,-21.0511,BJP,60.75,-2.8003,10.8374,AGP,56.81,-9.8867,-9.8422,4.340000000000003,-3.9399999999999977,7.802899999999999,-7.086399999999999,1,1,0,1,0,4
PU-AC0615,Puducherry,Semi-Urban,INC,73.98,8.7454,10.0592,AINRC,69.47,0.6274,-11.275,AINRC,73.98,8.7483,11.2791,-4.510000000000005,4.510000000000005,-8.118,8.1209,1,0,1,1,2,2
WE-AC0616,West Bengal,Rural,INC,74.82,-1.5868,-5.2306,CPIM,74.16,-2.7749,-1.6501,CPIM,78.49,5.0204,10.8268,-0.6599999999999966,4.329999999999998,-1.1881000000000002,7.795300000000001,1,0,1,2,4,5
