constituency_id,state,demographic,result,voter_turnout_pct,margin_of_victory_pct,swing_factor_pct,election_year
WE-AC0690,West Bengal,Rural,INC,70.82,5.4419,0.9298,2011
KE-AC0691,Kerala,Urban,INC,64.86,5.0046,-1.4165,2011
TA-AC0692,Tamil Nadu,Urban,BJP,65.05,9.175,3.9296,2011
KE-AC0693,Kerala,Urban,LDF,59.19,13.817,5.142,2011
PU-AC0694,Puducherry,Rural,INC,84.03,7.5967,-0.1258,2011
WE-AC0695,West Bengal,Rural,TMC,70.21,1.1449,-14.0647,2011
AS-AC0696,Assam,Rural,INC,75.44,0.0935,-2.4414,2011
KE-AC0697,Kerala,Rural,BJP,84.15,28.8974,9.7161,2011
TA-AC0698,Tamil Nadu,Rural,INC,87.47,10.7623,10.4578,2011
PU-AC0699,Puducherry,Urban,DMK,55.79,0.5959,-17.4139,2011
AS-AC0700,Assam,Urban,AIUDF,58.63,-3.2343,-5.925,2011
TA-AC0701,Tamil Nadu,Semi-Urban,AIADMK,83.93,21.6229,12.9275,2011
WE-AC0702,West Bengal,Urban,CPIM,68.79,8.8803,8.8211,2011
TA-AC0703,Tamil Nadu,Rural,AIADMK,94.3,9.383,8.9468,2011
KE-AC0704,Kerala,Semi-Urban,LDF,76.94,13.3023,12.2999,2011
TA-AC0705,Tamil Nadu,Rural,DMK,88.1,16.6147,13.0299,2011
KE-AC0706,Kerala,Rural,LDF,76.75,-2.5234,-6.0952,2011
WE-AC0707,West Bengal,Urban,CPIM,64.1,17.1241,-1.2803,2011
TA-AC0708,Tamil Nadu,Rural,AIADMK,84.34,15.3147,14.5276,2011
PU-AC0709,Puducherry,Rural,AINRC,73.22,-9.2201,-22.4487,2011
WE-AC0710,West Bengal,Rural,TMC,75.98,0.5417,-13.4721,2011
AS-AC0711,Assam,Rural,AIUDF,81.69,5.3871,5.6677,2011
AS-AC0712,Assam,Rural,AGP,80.65,-0.166,-8.4807,2011
PU-AC0713,Puducherry,Rural,BJP,87.85,8.9758,5.1368,2011
WE-AC0714,West Bengal,Urban,TMC,66.53,31.9041,14.9094,2011
AS-AC0715,Assam,Semi-Urban,AIUDF,76.04,20.3617,8.9639,2011
WE-AC0716,West Bengal,Semi-Urban,INC,70.84,37.5336,12.5434,2011
PU-AC0717,Puducherry,Urban,AINRC,72.66,16.4893,13.624,2011
PU-AC0718,Puducherry,Urban,INC,65.5,17.7319,12.0782,2011
TA-AC0719,Tamil Nadu,Rural,INC,86.59,7.1083,2.034,2011
KE-AC0720,Kerala,Rural,LDF,82.91,1.8525,0.9187,2011
WE-AC0721,West Bengal,Rural,CPIM,74.49,-0.3999,-6.0835,2011
TA-AC0722,Tamil Nadu,Rural,DMK,81.45,5.701,-3.2897,2011
TA-AC0723,Tamil Nadu,Rural,DMK,85.82,14.1344,15.0139,2011
AS-AC0724,Assam,Urban,INC,74.12,25.4919,10.9853,2011
KE-AC0725,Kerala,Rural,UDF,76.64,5.9647,-3.395,2011
WE-AC0726,West Bengal,Urban,BJP,74.58,2.9446,-0.209,2011
AS-AC0727,Assam,Semi-Urban,INC,74.54,9.2787,6.5982,2011
KE-AC0728,Kerala,Semi-Urban,BJP,70.42,12.5146,7.1925,2011
TA-AC0729,Tamil Nadu,Rural,DMK,92.5,24.9014,22.153,2011
KE-AC0730,Kerala,Rural,UDF,72.7,-9.0309,-17.5349,2011
WE-AC0731,West Bengal,Rural,TMC,84.24,5.9502,-1.3802,2011
WE-AC0732,West Bengal,Semi-Urban,TMC,69.41,11.2616,9.4851,2011
WE-AC0733,West Bengal,Semi-Urban,INC,77.93,21.7057,14.3259,2011
WE-AC0734,West Bengal,Urban,TMC,55.9,-3.1932,-6.5904,2011
KE-AC0735,Kerala,Urban,BJP,65.27,1.469,-3.734,2011
KE-AC0736,Kerala,Rural,LDF,83.45,21.2043,9.8995,2011
PU-AC0737,Puducherry,Urban,DMK,57.61,2.1697,-0.1087,2011
WE-AC0738,West Bengal,Rural,BJP,79.6,4.7646,0.1603,2011
PU-AC0739,Puducherry,Rural,BJP,84.99,16.8996,9.5443,2011
AS-AC0740,Assam,Semi-Urban,INC,70.42,1.5835,-8.0561,2011
AS-AC0741,Assam,Rural,INC,76.88,5.527,-5.7686,2011
AS-AC0742,Assam,Rural,AGP,67.38,-2.0921,-7.4893,2011
KE-AC0743,Kerala,Rural,LDF,84.66,7.7874,6.2008,2011
WE-AC0744,West Bengal,Rural,CPIM,75.3,34.2367,20.6221,2011
KE-AC0745,Kerala,Urban,INC,59.89,1.4834,-7.7277,2011
TA-AC0746,Tamil Nadu,Urban,INC,55.53,-1.1723,-19.211,2011
TA-AC0747,Tamil Nadu,Semi-Urban,DMK,82.0,15.4024,18.3482,2011
PU-AC0748,Puducherry,Rural,BJP,77.82,10.3727,12.0258,2011
TA-AC0749,Tamil Nadu,Rural,INC,85.69,15.7147,14.5633,2011
AS-AC0750,Assam,Semi-Urban,INC,77.79,6.2409,4.2389,2011
TA-AC0751,Tamil Nadu,Rural,DMK,73.38,19.8248,8.4849,2011
AS-AC0752,Assam,Rural,BJP,78.56,17.5194,4.6245,2011
KE-AC0753,Kerala,Urban,LDF,58.22,14.7376,7.2414,2011
KE-AC0754,Kerala,Semi-Urban,UDF,73.19,-6.2662,-10.9311,2011
TA-AC0755,Tamil Nadu,Semi-Urban,AIADMK,81.76,17.2319,4.1583,2011
WE-AC0756,West Bengal,Rural,TMC,82.14,24.6555,13.9265,2011
AS-AC0757,Assam,Rural,AGP,84.6,12.8801,2.788,2011
TA-AC0758,Tamil Nadu,Semi-Urban,BJP,67.21,2.5307,-1.6982,2011
KE-AC0759,Kerala,Rural,UDF,78.46,2.658,-4.8377,2011
KE-AC0760,Kerala,Semi-Urban,INC,65.27,-2.2184,-4.5127,2011
WE-AC0761,West Bengal,Rural,TMC,87.66,26.7303,11.9719,2011
AS-AC0762,Assam,Rural,AIUDF,76.18,20.0435,-10.1497,2011
WE-AC0763,West Bengal,Urban,TMC,65.05,14.4959,8.5125,2011
TA-AC0764,Tamil Nadu,Rural,AIADMK,80.95,15.1239,-3.0547,2011
AS-AC0765,Assam,Rural,BJP,81.41,-5.0164,-8.9817,2011
WE-AC0766,West Bengal,Rural,BJP,70.45,-5.8388,-15.3664,2011
PU-AC0767,Puducherry,Rural,AINRC,69.87,-0.1534,-2.7485,2011
KE-AC0768,Kerala,Rural,INC,74.13,10.6016,-21.8643,2011
PU-AC0769,Puducherry,Rural,AINRC,79.11,-1.5672,-4.1908,2011
WE-AC0770,West Bengal,Rural,CPIM,84.89,5.4747,5.5282,2011
AS-AC0771,Assam,Semi-Urban,BJP,74.0,19.6203,-4.5364,2011
KE-AC0772,Kerala,Rural,LDF,76.12,8.4811,3.7709,2011
AS-AC0773,Assam,Urban,AGP,61.55,-1.592,-14.7646,2011
KE-AC0774,Kerala,Semi-Urban,INC,65.98,-0.5788,-6.2579,2011
WE-AC0775,West Bengal,Urban,CPIM,58.94,10.9958,11.5027,2011
TA-AC0776,Tamil Nadu,Urban,BJP,61.03,28.5863,6.446,2011
AS-AC0777,Assam,Rural,AIUDF,75.41,13.7038,-11.9041,2011
TA-AC0778,Tamil Nadu,Rural,INC,86.32,26.8072,14.0892,2011
KE-AC0779,Kerala,Urban,BJP,65.53,34.0693,3.5954,2011
AS-AC0780,Assam,Urban,INC,55.58,4.7481,-5.4101,2011
AS-AC0781,Assam,Semi-Urban,AGP,72.37,7.5501,-2.7653,2011
AS-AC0782,Assam,Rural,AGP,85.14,5.4302,4.23,2011
KE-AC0783,Kerala,Rural,LDF,78.06,-0.4038,-6.0029,2011
PU-AC0784,Puducherry,Urban,BJP,59.44,17.2661,-3.9632,2011
KE-AC0785,Kerala,Rural,LDF,84.8,10.6958,8.2423,2011
WE-AC0786,West Bengal,Semi-Urban,BJP,77.86,-3.4909,-7.1111,2011
WE-AC0787,West Bengal,Rural,BJP,86.28,-1.6113,-4.0667,2011
WE-AC0788,West Bengal,Semi-Urban,CPIM,74.63,8.1706,2.8902,2011
PU-AC0789,Puducherry,Semi-Urban,INC,64.93,14.7566,-7.845,2011
WE-AC0790,West Bengal,Urban,INC,62.54,1.7765,-4.1761,2011
AS-AC0791,Assam,Rural,BJP,77.27,-4.2289,-11.381,2011
PU-AC0792,Puducherry,Urban,INC,71.4,19.481,14.4351,2011
AS-AC0793,Assam,Semi-Urban,AIUDF,68.81,11.4525,-15.4787,2011
WE-AC0794,West Bengal,Rural,TMC,85.67,19.593,6.1724,2011
KE-AC0795,Kerala,Rural,UDF,71.65,-5.0315,-17.3963,2011
TA-AC0796,Tamil Nadu,Rural,BJP,86.19,-1.8744,-9.4499,2011
WE-AC0797,West Bengal,Urban,CPIM,62.87,-3.1553,-5.8716,2011
PU-AC0798,Puducherry,Rural,BJP,92.09,12.853,15.4032,2011
AS-AC0799,Assam,Rural,AIUDF,78.86,8.1526,-1.8656,2011
WE-AC0800,West Bengal,Semi-Urban,CPIM,63.37,14.6938,-19.7377,2011
PU-AC0801,Puducherry,Semi-Urban,INC,64.13,11.3266,-3.7858,2011
TA-AC0802,Tamil Nadu,Rural,AIADMK,79.82,5.2595,-3.8273,2011
WE-AC0803,West Bengal,Urban,BJP,52.58,-2.5813,-11.8384,2011
TA-AC0804,Tamil Nadu,Semi-Urban,AIADMK,79.27,13.1237,7.4189,2011
WE-AC0805,West Bengal,Rural,TMC,78.92,17.8471,7.0703,2011
AS-AC0806,Assam,Semi-Urban,AGP,72.57,9.865,5.4287,2011
WE-AC0807,West Bengal,Rural,INC,83.23,22.2249,15.6818,2011
PU-AC0808,Puducherry,Semi-Urban,DMK,62.41,16.3034,-2.955,2011
KE-AC0809,Kerala,Rural,LDF,85.27,47.7184,20.5849,2011
PU-AC0810,Puducherry,Rural,AINRC,58.12,-11.3437,-18.8837,2011
KE-AC0811,Kerala,Rural,BJP,73.49,2.2688,0.2011,2011
TA-AC0812,Tamil Nadu,Rural,BJP,85.77,7.9517,3.2403,2011
AS-AC0813,Assam,Rural,AIUDF,72.99,1.0648,-1.6826,2011
WE-AC0814,West Bengal,Urban,BJP,61.06,5.3031,-2.6699,2011
AS-AC0815,Assam,Semi-Urban,BJP,73.93,5.7894,6.1279,2011
AS-AC0816,Assam,Rural,AGP,86.06,16.8443,2.988,2011
AS-AC0817,Assam,Rural,BJP,85.88,19.2261,3.9805,2011
KE-AC0818,Kerala,Urban,INC,63.14,5.9816,6.4203,2011
WE-AC0819,West Bengal,Urban,BJP,60.7,-2.9349,-10.3373,2011
TA-AC0820,Tamil Nadu,Urban,INC,65.52,15.4889,18.8963,2011
WE-AC0821,West Bengal,Rural,BJP,82.42,28.9696,2.5509,2011
WE-AC0822,West Bengal,Urban,BJP,74.6,17.265,17.82,2011
TA-AC0823,Tamil Nadu,Semi-Urban,AIADMK,68.45,8.0843,9.0093,2011
KE-AC0824,Kerala,Rural,BJP,65.52,9.1135,-5.0945,2011
AS-AC0825,Assam,Urban,INC,66.25,24.9242,19.744,2011
KE-AC0826,Kerala,Urban,BJP,62.14,-3.0808,-8.3609,2011
PU-AC0827,Puducherry,Urban,INC,68.59,2.3532,0.3552,2011
PU-AC0828,Puducherry,Rural,AINRC,80.91,10.4815,4.4324,2011
WE-AC0829,West Bengal,Rural,TMC,80.52,5.5076,-2.3823,2011
WE-AC0830,West Bengal,Rural,BJP,80.14,9.5847,-1.2369,2011
KE-AC0831,Kerala,Rural,LDF,71.18,-3.1151,-8.9265,2011
TA-AC0832,Tamil Nadu,Semi-Urban,AIADMK,86.27,10.1647,12.4565,2011
PU-AC0833,Puducherry,Urban,AINRC,77.14,16.9166,20.5772,2011
KE-AC0834,Kerala,Urban,BJP,61.24,1.5914,-4.2003,2011
TA-AC0835,Tamil Nadu,Rural,INC,66.69,3.8779,-8.9414,2011
WE-AC0836,West Bengal,Urban,INC,60.06,9.8186,6.2761,2011
AS-AC0837,Assam,Rural,AIUDF,84.27,10.1713,6.4597,2011
WE-AC0838,West Bengal,Semi-Urban,TMC,65.92,4.1333,-6.9772,2011
KE-AC0839,Kerala,Semi-Urban,BJP,76.69,18.6245,4.554,2011
PU-AC0840,Puducherry,Semi-Urban,INC,79.96,0.4522,-4.5776,2011
KE-AC0841,Kerala,Semi-Urban,BJP,78.04,23.1475,10.7787,2011
WE-AC0842,West Bengal,Rural,BJP,69.41,2.8536,-10.76,2011
WE-AC0843,West Bengal,Semi-Urban,TMC,59.35,1.6274,-6.7488,2011
WE-AC0844,West Bengal,Semi-Urban,TMC,69.63,12.1771,5.2427,2011
WE-AC0845,West Bengal,Urban,CPIM,72.49,38.7409,19.9089,2011
TA-AC0846,Tamil Nadu,Rural,AIADMK,74.66,8.1601,-6.3678,2011
AS-AC0847,Assam,Rural,AGP,86.79,14.6112,6.9897,2011
TA-AC0848,Tamil Nadu,Rural,BJP,93.95,16.3029,17.9167,2011
PU-AC0849,Puducherry,Urban,BJP,55.83,2.3288,-15.4443,2011
TA-AC0850,Tamil Nadu,Semi-Urban,DMK,73.91,9.3,-3.8049,2011
WE-AC0851,West Bengal,Rural,CPIM,81.4,1.4072,-5.2769,2011
PU-AC0852,Puducherry,Rural,INC,74.67,1.7363,-13.7551,2011
WE-AC0853,West Bengal,Rural,INC,67.48,3.6267,-11.0305,2011
AS-AC0854,Assam,Rural,AIUDF,79.06,30.1955,10.5919,2011
KE-AC0855,Kerala,Rural,UDF,81.5,17.0101,16.2326,2011
PU-AC0856,Puducherry,Rural,INC,85.51,7.9822,7.5374,2011
WE-AC0857,West Bengal,Semi-Urban,BJP,74.09,15.763,2.2976,2011
KE-AC0858,Kerala,Rural,BJP,77.05,21.6211,-0.3316,2011
WE-AC0859,West Bengal,Urban,CPIM,59.94,12.1076,2.7304,2011
AS-AC0860,Assam,Urban,INC,56.47,5.3791,-2.2438,2011
KE-AC0861,Kerala,Urban,LDF,61.33,-5.2328,-15.0653,2011
WE-AC0862,West Bengal,Rural,INC,72.83,-5.0946,-10.2373,2011
KE-AC0863,Kerala,Semi-Urban,BJP,71.22,15.6283,-0.7574,2011
PU-AC0864,Puducherry,Rural,INC,80.81,3.8407,-12.1396,2011
KE-AC0865,Kerala,Semi-Urban,BJP,75.83,3.6404,0.2175,2011
AS-AC0866,Assam,Rural,AGP,75.3,3.7055,-0.3927,2011
WE-AC0867,West Bengal,Rural,INC,78.49,5.1699,4.2844,2011
KE-AC0868,Kerala,Semi-Urban,UDF,72.5,4.7567,4.8385,2011
AS-AC0869,Assam,Rural,AGP,79.07,2.028,-2.2141,2011
KE-AC0870,Kerala,Rural,UDF,78.04,-4.3226,-9.5625,2011
TA-AC0871,Tamil Nadu,Urban,BJP,57.7,0.7244,-8.7119,2011
WE-AC0872,West Bengal,Semi-Urban,CPIM,70.29,3.2357,-7.1806,2011
KE-AC0873,Kerala,Rural,LDF,75.55,12.2416,3.5487,2011
AS-AC0874,Assam,Rural,INC,74.84,-3.9925,-10.3103,2011
AS-AC0875,Assam,Urban,AIUDF,59.58,7.743,-7.8663,2011
WE-AC0876,West Bengal,Rural,INC,69.76,6.6432,-20.7583,2011
TA-AC0877,Tamil Nadu,Rural,INC,80.23,1.4069,0.2173,2011
KE-AC0878,Kerala,Semi-Urban,UDF,82.15,25.7693,0.0338,2011
KE-AC0879,Kerala,Semi-Urban,INC,68.36,0.0176,-3.659,2011
PU-AC0880,Puducherry,Semi-Urban,BJP,67.03,13.9434,-3.4459,2011
KE-AC0881,Kerala,Urban,BJP,57.54,-3.2709,-9.1802,2011
KE-AC0882,Kerala,Rural,INC,82.72,20.8337,6.1109,2011
KE-AC0883,Kerala,Urban,UDF,47.07,5.8542,-11.9241,2011
WE-AC0884,West Bengal,Urban,INC,46.48,-3.6413,-8.016,2011
KE-AC0885,Kerala,Semi-Urban,UDF,70.24,0.6976,-8.3984,2011
PU-AC0886,Puducherry,Rural,BJP,82.69,11.6489,9.5741,2011
TA-AC0887,Tamil Nadu,Rural,INC,95.0,15.7081,8.8511,2011
TA-AC0888,Tamil Nadu,Rural,AIADMK,85.42,4.9518,1.2589,2011
WE-AC0889,West Bengal,Urban,CPIM,61.34,30.3932,-4.2416,2011
PU-AC0890,Puducherry,Semi-Urban,INC,66.45,4.1971,3.9387,2011
WE-AC0891,West Bengal,Semi-Urban,TMC,81.52,14.817,8.7556,2011
PU-AC0892,Puducherry,Rural,AINRC,89.25,26.6202,-4.1252,2011
AS-AC0893,Assam,Rural,INC,79.41,-8.5424,-14.3629,2011
PU-AC0894,Puducherry,Semi-Urban,DMK,69.58,41.199,-5.2791,2011
TA-AC0895,Tamil Nadu,Rural,BJP,76.24,-0.177,-3.7237,2011
KE-AC0896,Kerala,Semi-Urban,UDF,80.24,13.6422,14.5967,2011
KE-AC0897,Kerala,Urban,UDF,63.49,8.3528,6.7074,2011
PU-AC0898,Puducherry,Urban,DMK,59.59,18.2895,6.9882,2011
PU-AC0899,Puducherry,Rural,INC,86.21,11.1365,9.8774,2011
TA-AC0900,Tamil Nadu,Rural,DMK,71.52,-3.4471,-10.1952,2011
TA-AC0901,Tamil Nadu,Urban,DMK,58.19,8.9209,-1.4138,2011
PU-AC0902,Puducherry,Rural,BJP,69.88,7.5339,5.5475,2011
PU-AC0903,Puducherry,Urban,INC,53.27,3.2901,-12.0088,2011
PU-AC0904,Puducherry,Rural,DMK,77.88,26.447,14.1893,2011
TA-AC0905,Tamil Nadu,Urban,AIADMK,68.16,33.5766,13.5782,2011
KE-AC0906,Kerala,Rural,INC,79.19,0.906,-5.7626,2011
AS-AC0907,Assam,Rural,BJP,82.64,2.0939,-4.0961,2011
TA-AC0908,Tamil Nadu,Rural,AIADMK,69.15,-8.854,-19.6403,2011
WE-AC0909,West Bengal,Urban,TMC,76.1,16.8814,17.8735,2011
WE-AC0910,West Bengal,Rural,CPIM,83.19,23.0758,9.5538,2011
AS-AC0911,Assam,Urban,AGP,53.04,-0.3342,-6.1412,2011
AS-AC0912,Assam,Rural,INC,87.63,8.8888,3.3693,2011
TA-AC0913,Tamil Nadu,Rural,INC,82.06,15.6569,17.2755,2011
WE-AC0914,West Bengal,Rural,TMC,75.02,-0.9642,-3.0931,2011
PU-AC0915,Puducherry,Rural,DMK,79.26,12.7063,3.2115,2011
TA-AC0916,Tamil Nadu,Semi-Urban,BJP,57.1,-0.1346,-15.2796,2011
KE-AC0917,Kerala,Rural,UDF,74.54,-6.9841,-16.4898,2011
PU-AC0918,Puducherry,Rural,DMK,88.72,2.2724,-0.6968,2011
AS-AC0919,Assam,Semi-Urban,AGP,72.87,9.4544,7.2123,2011
AS-AC0920,Assam,Urban,BJP,59.92,14.9575,3.6329,2011
KE-AC0921,Kerala,Rural,LDF,75.23,17.8709,-9.1737,2011
TA-AC0922,Tamil Nadu,Semi-Urban,DMK,73.55,41.6637,13.7341,2011
TA-AC0923,Tamil Nadu,Semi-Urban,DMK,71.36,5.4734,4.166,2011
KE-AC0924,Kerala,Rural,BJP,73.58,-8.3956,-19.5468,2011
AS-AC0925,Assam,Urban,BJP,71.71,10.8193,8.6807,2011
PU-AC0926,Puducherry,Urban,INC,66.52,-0.6651,-4.851,2011
TA-AC0927,Tamil Nadu,Urban,BJP,60.07,5.0876,-1.9732,2011
AS-AC0928,Assam,Rural,INC,94.31,12.4541,15.1888,2011
KE-AC0929,Kerala,Urban,LDF,75.11,23.6824,25.4039,2011
PU-AC0930,Puducherry,Urban,AINRC,63.39,11.4675,8.0705,2011
TA-AC0931,Tamil Nadu,Urban,INC,64.55,2.7593,0.111,2011
KE-AC0932,Kerala,Semi-Urban,UDF,69.77,11.5351,6.6216,2011
PU-AC0933,Puducherry,Urban,DMK,57.39,3.1415,-4.9188,2011
PU-AC0934,Puducherry,Semi-Urban,INC,67.7,9.5265,-1.9765,2011
PU-AC0935,Puducherry,Urban,INC,69.35,3.7874,-2.4096,2011
AS-AC0936,Assam,Semi-Urban,AGP,52.69,-0.3786,-10.8984,2011
TA-AC0937,Tamil Nadu,Semi-Urban,AIADMK,78.01,13.5881,5.9256,2011
KE-AC0938,Kerala,Semi-Urban,LDF,79.76,18.3638,-0.6285,2011
KE-AC0939,Kerala,Urban,UDF,61.54,8.5882,2.4504,2011
WE-AC0940,West Bengal,Rural,INC,76.68,6.9833,2.6918,2011
KE-AC0941,Kerala,Rural,LDF,70.98,-2.5817,-9.603,2011
AS-AC0942,Assam,Semi-Urban,INC,84.21,11.0519,6.899,2011
PU-AC0943,Puducherry,Urban,DMK,69.26,23.5665,9.625,2011
PU-AC0944,Puducherry,Rural,DMK,83.5,7.9558,7.0517,2011
PU-AC0945,Puducherry,Urban,DMK,61.66,25.1954,-0.9119,2011
AS-AC0946,Assam,Rural,AIUDF,79.78,3.9492,-6.9631,2011
TA-AC0947,Tamil Nadu,Rural,INC,74.62,-1.3045,-3.9361,2011
PU-AC0948,Puducherry,Rural,BJP,79.7,2.0131,-1.1676,2011
PU-AC0949,Puducherry,Rural,DMK,71.47,3.3925,-7.9126,2011
PU-AC0950,Puducherry,Semi-Urban,INC,70.1,-2.6079,-9.4603,2011
WE-AC0951,West Bengal,Rural,INC,82.75,9.5331,1.3505,2011
WE-AC0952,West Bengal,Urban,INC,65.23,16.6457,4.8075,2011
PU-AC0953,Puducherry,Urban,DMK,62.38,12.0015,-0.8471,2011
PU-AC0954,Puducherry,Urban,INC,62.72,5.9325,0.672,2011
WE-AC0955,West Bengal,Semi-Urban,BJP,86.89,18.026,10.6034,2011
PU-AC0956,Puducherry,Urban,BJP,63.11,0.7722,-0.8675,2011
PU-AC0957,Puducherry,Semi-Urban,INC,74.8,11.1758,7.9961,2011
PU-AC0958,Puducherry,Rural,BJP,78.06,10.3499,0.324,2011
WE-AC0959,West Bengal,Semi-Urban,BJP,70.83,1.6637,-3.4271,2011
PU-AC0960,Puducherry,Rural,DMK,85.05,16.6917,9.8348,2011
AS-AC0961,Assam,Rural,BJP,82.29,29.3014,11.9717,2011
KE-AC0962,Kerala,Rural,BJP,65.1,-3.166,-15.7937,2011
PU-AC0963,Puducherry,Rural,DMK,80.43,10.8061,9.4226,2011
AS-AC0964,Assam,Rural,BJP,69.25,-4.1545,-7.9637,2011
PU-AC0965,Puducherry,Rural,DMK,75.59,-2.0194,-4.4028,2011
TA-AC0966,Tamil Nadu,Rural,BJP,90.95,12.9245,1.5809,2011
KE-AC0967,Kerala,Rural,UDF,72.84,-4.4852,-21.5328,2011
AS-AC0968,Assam,Rural,AIUDF,77.44,6.2151,2.1158,2011
WE-AC0969,West Bengal,Rural,CPIM,82.23,7.8186,8.2722,2011
KE-AC0970,Kerala,Rural,UDF,84.15,9.0241,4.8892,2011
PU-AC0971,Puducherry,Urban,DMK,51.1,0.8611,-6.9783,2011
TA-AC0972,Tamil Nadu,Semi-Urban,INC,61.61,1.826,-5.4782,2011
AS-AC0973,Assam,Rural,BJP,88.81,6.8817,6.848,2011
PU-AC0974,Puducherry,Rural,DMK,82.29,36.3043,8.5754,2011
KE-AC0975,Kerala,Semi-Urban,INC,71.66,1.4948,0.2999,2011
TA-AC0976,Tamil Nadu,Rural,AIADMK,74.16,-2.4233,-10.742,2011
PU-AC0977,Puducherry,Rural,BJP,77.88,20.7409,0.2208,2011
KE-AC0978,Kerala,Rural,BJP,80.36,1.4396,-14.7133,2011
KE-AC0979,Kerala,Rural,INC,80.5,25.0637,8.9851,2011
WE-AC0980,West Bengal,Urban,CPIM,63.14,8.7347,-2.6629,2011
WE-AC0981,West Bengal,Semi-Urban,INC,78.44,17.4881,11.0006,2011
PU-AC0982,Puducherry,Urban,INC,67.83,12.0954,13.98,2011
AS-AC0983,Assam,Urban,AIUDF,54.18,0.6811,-7.7242,2011
KE-AC0984,Kerala,Rural,UDF,73.83,-1.3119,-7.6204,2011
PU-AC0985,Puducherry,Semi-Urban,AINRC,64.45,-4.7657,-8.3041,2011
PU-AC0986,Puducherry,Semi-Urban,INC,69.18,4.2317,-0.1143,2011
AS-AC0987,Assam,Rural,AIUDF,81.1,12.9472,9.9046,2011
TA-AC0988,Tamil Nadu,Rural,INC,78.76,1.0577,-6.3085,2011
TA-AC0989,Tamil Nadu,Urban,AIADMK,69.38,38.6278,-1.4093,2011
AS-AC0990,Assam,Rural,BJP,77.48,2.1123,-3.1779,2011
AS-AC0991,Assam,Urban,INC,62.45,16.7371,10.8901,2011
TA-AC0992,Tamil Nadu,Rural,BJP,74.26,-14.9936,-22.9193,2011
TA-AC0993,Tamil Nadu,Semi-Urban,DMK,69.65,-2.8551,-5.9144,2011
PU-AC0994,Puducherry,Semi-Urban,AINRC,75.13,25.0871,5.3748,2011
PU-AC0995,Puducherry,Urban,BJP,68.88,15.6072,19.5471,2011
WE-AC0996,West Bengal,Rural,TMC,81.2,7.7282,-4.9435,2011
KE-AC0997,Kerala,Rural,BJP,90.68,11.974,14.0903,2011
KE-AC0998,Kerala,Rural,INC,80.11,-2.3616,-4.75,2011
AS-AC0999,Assam,Urban,AIUDF,63.74,-2.7192,-5.2739,2011
WE-AC1000,West Bengal,Urban,INC,63.31,16.0629,5.2731,2011
