constituency_id,state,demographic,result,voter_turnout_pct,margin_of_victory_pct,swing_factor_pct,election_year
PU-AC0687,Puducherry,Semi-Urban,INC,74.33,5.5035,-8.7444,2021
TA-AC0688,Tamil Nadu,Urban,AIADMK,63.07,20.2748,5.5814,2021
TA-AC0689,Tamil Nadu,Semi-Urban,BJP,49.9,-10.423,1.3441,2021
WE-AC0690,West Bengal,Rural,BJP,65.91,-3.3944,-7.5877,2021
KE-AC0691,Kerala,Urban,INC,71.65,17.2255,5.3098,2021
TA-AC0692,Tamil Nadu,Urban,DMK,60.13,0.3104,-12.7842,2021
KE-AC0693,Kerala,Urban,LDF,66.51,26.9929,17.8742,2021
PU-AC0694,Puducherry,Rural,AINRC,77.43,-4.2877,-2.3876,2021
WE-AC0695,West Bengal,Rural,INC,65.97,-6.4829,7.8559,2021
AS-AC0696,Assam,Rural,AIUDF,72.94,-4.4217,-2.3437,2021
KE-AC0697,Kerala,Rural,BJP,84.54,29.5964,-7.6933,2021
TA-AC0698,Tamil Nadu,Rural,INC,91.51,18.0332,6.7539,2021
PU-AC0699,Puducherry,Urban,BJP,54.78,-1.2328,0.3986,2021
AS-AC0700,Assam,Urban,INC,50.81,-17.303,17.5481,2021
TA-AC0701,Tamil Nadu,Semi-Urban,AIADMK,91.8,35.7996,3.0524,2021
WE-AC0702,West Bengal,Urban,INC,65.06,2.1659,-8.5757,2021
TA-AC0703,Tamil Nadu,Rural,AIADMK,95.0,10.636,0.0,2021
KE-AC0704,Kerala,Semi-Urban,LDF,75.27,10.2971,-14.0007,2021
TA-AC0705,Tamil Nadu,Rural,DMK,93.69,26.6826,3.2729,2021
KE-AC0706,Kerala,Rural,UDF,71.58,-11.8374,-1.7363,2021
WE-AC0707,West Bengal,Urban,CPIM,65.74,20.0659,-3.9218,2021
TA-AC0708,Tamil Nadu,Rural,AIADMK,90.13,25.7382,-0.8105,2021
PU-AC0709,Puducherry,Rural,INC,75.74,-4.6829,11.4086,2021
WE-AC0710,West Bengal,Rural,TMC,72.74,-5.2905,-2.499,2021
AS-AC0711,Assam,Rural,INC,78.87,0.3015,-0.4897,2021
AS-AC0712,Assam,Rural,AIUDF,77.14,-6.4817,-4.5341,2021
PU-AC0713,Puducherry,Rural,BJP,89.35,11.6712,1.7558,2021
WE-AC0714,West Bengal,Urban,TMC,68.61,35.6506,-0.6787,2021
AS-AC0715,Assam,Semi-Urban,AIUDF,73.49,15.7718,7.2588,2021
WE-AC0716,West Bengal,Semi-Urban,INC,75.91,46.6735,5.3843,2021
PU-AC0717,Puducherry,Urban,AINRC,75.99,22.4784,5.2185,2021
PU-AC0718,Puducherry,Urban,INC,74.16,33.3042,8.5554,2021
TA-AC0719,Tamil Nadu,Rural,INC,89.41,12.1761,-1.0945,2021
KE-AC0720,Kerala,Rural,LDF,92.51,19.1354,21.026,2021
WE-AC0721,West Bengal,Rural,TMC,72.62,-3.77,-2.122,2021
TA-AC0722,Tamil Nadu,Rural,DMK,76.39,-3.402,-8.7121,2021
TA-AC0723,Tamil Nadu,Rural,DMK,85.0,12.655,-7.7724,2021
AS-AC0724,Assam,Urban,INC,75.52,28.0137,-1.2758,2021
KE-AC0725,Kerala,Rural,UDF,67.57,-10.3558,-5.57,2021
WE-AC0726,West Bengal,Urban,CPIM,74.08,2.054,-2.5021,2021
AS-AC0727,Assam,Semi-Urban,INC,79.53,18.2521,4.5492,2021
KE-AC0728,Kerala,Semi-Urban,BJP,75.08,20.8941,-2.4134,2021
TA-AC0729,Tamil Nadu,Rural,DMK,95.0,29.4019,0.0,2021
KE-AC0730,Kerala,Rural,UDF,72.7,-9.0282,3.1437,2021
WE-AC0731,West Bengal,Rural,INC,78.82,-3.8164,-2.7124,2021
WE-AC0732,West Bengal,Semi-Urban,CPIM,64.42,2.2853,4.6154,2021
WE-AC0733,West Bengal,Semi-Urban,INC,78.46,22.6561,-4.5068,2021
WE-AC0734,West Bengal,Urban,CPIM,55.75,-3.4645,5.3641,2021
KE-AC0735,Kerala,Urban,BJP,62.42,-3.658,-2.9208,2021
KE-AC0736,Kerala,Rural,LDF,80.24,15.4265,4.1971,2021
PU-AC0737,Puducherry,Urban,INC,69.83,24.1694,29.1817,2021
WE-AC0738,West Bengal,Rural,BJP,86.68,17.4958,9.7362,2021
PU-AC0739,Puducherry,Rural,BJP,85.68,18.1423,16.5817,2021
AS-AC0740,Assam,Semi-Urban,AGP,72.17,4.7459,-7.8693,2021
AS-AC0741,Assam,Rural,INC,80.12,11.3483,8.0278,2021
AS-AC0742,Assam,Rural,AGP,67.49,-1.8934,10.0626,2021
KE-AC0743,Kerala,Rural,LDF,80.92,1.0578,-3.4876,2021
WE-AC0744,West Bengal,Rural,CPIM,76.03,35.5475,-5.7137,2021
KE-AC0745,Kerala,Urban,LDF,58.87,-0.3529,-4.1823,2021
TA-AC0746,Tamil Nadu,Urban,INC,62.82,11.961,6.4221,2021
TA-AC0747,Tamil Nadu,Semi-Urban,DMK,85.72,22.1124,16.6701,2021
PU-AC0748,Puducherry,Rural,BJP,81.89,17.7005,8.3783,2021
TA-AC0749,Tamil Nadu,Rural,INC,86.53,17.2263,5.1028,2021
AS-AC0750,Assam,Semi-Urban,INC,71.77,-4.5904,-5.3857,2021
TA-AC0751,Tamil Nadu,Rural,DMK,76.49,25.422,12.2045,2021
AS-AC0752,Assam,Rural,BJP,73.63,8.6521,-8.6878,2021
KE-AC0753,Kerala,Urban,LDF,73.73,42.664,25.8791,2021
KE-AC0754,Kerala,Semi-Urban,INC,67.31,-16.8488,-20.7963,2021
TA-AC0755,Tamil Nadu,Semi-Urban,AIADMK,82.34,18.2865,13.6338,2021
WE-AC0756,West Bengal,Rural,TMC,73.12,8.4336,-18.68,2021
AS-AC0757,Assam,Rural,AGP,82.51,9.1265,-3.1267,2021
TA-AC0758,Tamil Nadu,Semi-Urban,BJP,59.82,-10.769,-3.4671,2021
KE-AC0759,Kerala,Rural,UDF,83.6,11.921,1.5688,2021
KE-AC0760,Kerala,Semi-Urban,INC,68.26,3.1647,0.9316,2021
WE-AC0761,West Bengal,Rural,TMC,92.11,34.7408,6.6558,2021
AS-AC0762,Assam,Rural,AIUDF,72.63,13.6566,3.2496,2021
WE-AC0763,West Bengal,Urban,TMC,63.04,10.8761,-6.4853,2021
TA-AC0764,Tamil Nadu,Rural,AIADMK,76.65,7.3829,-3.3038,2021
AS-AC0765,Assam,Rural,BJP,82.35,-3.3173,-0.2483,2021
WE-AC0766,West Bengal,Rural,TMC,75.59,3.4238,10.9242,2021
PU-AC0767,Puducherry,Rural,AINRC,70.14,0.335,1.141,2021
KE-AC0768,Kerala,Rural,INC,78.54,18.5388,5.242,2021
PU-AC0769,Puducherry,Rural,AINRC,84.84,8.7468,13.9317,2021
WE-AC0770,West Bengal,Rural,BJP,84.67,5.0673,7.701,2021
AS-AC0771,Assam,Semi-Urban,INC,63.7,1.0811,-10.006,2021
KE-AC0772,Kerala,Rural,UDF,69.5,-3.4331,-12.9964,2021
AS-AC0773,Assam,Urban,BJP,62.38,-0.1092,-2.5056,2021
KE-AC0774,Kerala,Semi-Urban,BJP,66.61,0.5703,11.4117,2021
WE-AC0775,West Bengal,Urban,CPIM,62.6,17.5714,11.1855,2021
TA-AC0776,Tamil Nadu,Urban,BJP,51.6,11.6057,-19.7596,2021
AS-AC0777,Assam,Rural,AIUDF,78.75,19.7151,-0.9108,2021
TA-AC0778,Tamil Nadu,Rural,INC,93.52,39.7577,-2.0422,2021
KE-AC0779,Kerala,Urban,BJP,53.01,11.5347,-5.2546,2021
AS-AC0780,Assam,Urban,INC,57.72,8.5913,-2.2189,2021
AS-AC0781,Assam,Semi-Urban,AGP,77.05,15.9653,10.3356,2021
AS-AC0782,Assam,Rural,AGP,94.44,22.1616,21.6122,2021
KE-AC0783,Kerala,Rural,UDF,81.05,4.9794,-6.2664,2021
PU-AC0784,Puducherry,Urban,BJP,59.79,17.8927,7.5454,2021
KE-AC0785,Kerala,Rural,UDF,75.44,-6.1572,-6.8859,2021
WE-AC0786,West Bengal,Semi-Urban,CPIM,73.28,-11.738,-2.0734,2021
WE-AC0787,West Bengal,Rural,CPIM,90.8,6.5283,6.1873,2021
WE-AC0788,West Bengal,Semi-Urban,CPIM,65.08,-9.0254,-17.5806,2021
PU-AC0789,Puducherry,Semi-Urban,INC,75.56,33.8952,8.5889,2021
WE-AC0790,West Bengal,Urban,TMC,64.69,5.655,12.2393,2021
AS-AC0791,Assam,Rural,AGP,76.87,-4.945,-8.497,2021
PU-AC0792,Puducherry,Urban,INC,72.09,20.722,7.8045,2021
AS-AC0793,Assam,Semi-Urban,AIUDF,67.3,8.732,0.0458,2021
WE-AC0794,West Bengal,Rural,TMC,80.66,10.5769,-10.9477,2021
KE-AC0795,Kerala,Rural,INC,75.14,1.2599,9.8814,2021
TA-AC0796,Tamil Nadu,Rural,BJP,75.79,-20.586,-6.1192,2021
WE-AC0797,West Bengal,Urban,CPIM,67.75,5.6164,10.2387,2021
PU-AC0798,Puducherry,Rural,BJP,88.86,7.0416,-2.5395,2021
AS-AC0799,Assam,Rural,AIUDF,80.57,11.224,-4.8427,2021
WE-AC0800,West Bengal,Semi-Urban,CPIM,73.05,32.1231,20.6738,2021
PU-AC0801,Puducherry,Semi-Urban,INC,67.88,18.0684,0.377,2021
TA-AC0802,Tamil Nadu,Rural,AIADMK,85.65,15.7625,-0.4296,2021
WE-AC0803,West Bengal,Urban,INC,52.94,-1.9409,1.738,2021
TA-AC0804,Tamil Nadu,Semi-Urban,AIADMK,86.18,25.5468,21.078,2021
WE-AC0805,West Bengal,Rural,TMC,83.22,25.6,-10.0791,2021
AS-AC0806,Assam,Semi-Urban,AGP,78.15,19.898,13.1862,2021
WE-AC0807,West Bengal,Rural,INC,92.78,39.4072,9.3864,2021
PU-AC0808,Puducherry,Semi-Urban,INC,55.51,3.8756,-16.1956,2021
KE-AC0809,Kerala,Rural,LDF,74.88,29.0171,-9.5677,2021
PU-AC0810,Puducherry,Rural,DMK,52.44,-21.5723,-1.1528,2021
KE-AC0811,Kerala,Rural,INC,79.58,13.2472,13.4515,2021
TA-AC0812,Tamil Nadu,Rural,BJP,77.92,-6.1713,-18.7699,2021
AS-AC0813,Assam,Rural,BJP,66.27,-11.0175,-17.4647,2021
WE-AC0814,West Bengal,Urban,BJP,62.55,7.9797,4.2706,2021
AS-AC0815,Assam,Semi-Urban,AIUDF,72.96,4.0423,-2.1716,2021
AS-AC0816,Assam,Rural,AGP,90.56,24.9463,18.9873,2021
AS-AC0817,Assam,Rural,BJP,85.75,19.0017,-4.2576,2021
KE-AC0818,Kerala,Urban,LDF,60.93,1.99,0.7306,2021
WE-AC0819,West Bengal,Urban,CPIM,49.8,-22.5561,-24.0507,2021
TA-AC0820,Tamil Nadu,Urban,INC,64.45,13.5787,1.4524,2021
WE-AC0821,West Bengal,Rural,BJP,77.25,19.6599,6.8064,2021
WE-AC0822,West Bengal,Urban,BJP,78.79,24.8066,7.5516,2021
TA-AC0823,Tamil Nadu,Semi-Urban,AIADMK,69.97,10.8249,-11.063,2021
KE-AC0824,Kerala,Rural,BJP,60.09,-0.6511,-11.6227,2021
AS-AC0825,Assam,Urban,INC,71.35,34.1073,28.335,2021
KE-AC0826,Kerala,Urban,BJP,58.16,-10.2436,-13.0284,2021
PU-AC0827,Puducherry,Urban,AINRC,57.38,-17.828,-18.6802,2021
PU-AC0828,Puducherry,Rural,AINRC,78.52,6.1718,-5.9376,2021
WE-AC0829,West Bengal,Rural,BJP,86.16,15.648,18.189,2021
WE-AC0830,West Bengal,Rural,CPIM,76.4,2.8426,0.3618,2021
KE-AC0831,Kerala,Rural,LDF,65.29,-13.7238,-10.465,2021
TA-AC0832,Tamil Nadu,Semi-Urban,AIADMK,87.29,11.9964,-3.1073,2021
PU-AC0833,Puducherry,Urban,AINRC,82.63,26.7975,5.945,2021
KE-AC0834,Kerala,Urban,BJP,59.4,-1.7225,14.4441,2021
TA-AC0835,Tamil Nadu,Rural,DMK,59.61,-8.8678,1.5954,2021
WE-AC0836,West Bengal,Urban,TMC,62.72,14.6102,15.7231,2021
AS-AC0837,Assam,Rural,AGP,79.73,1.9871,-5.3738,2021
WE-AC0838,West Bengal,Semi-Urban,BJP,61.76,-3.3547,-3.8654,2021
KE-AC0839,Kerala,Semi-Urban,BJP,76.13,17.6232,5.0913,2021
PU-AC0840,Puducherry,Semi-Urban,INC,76.29,-6.1631,-0.062,2021
KE-AC0841,Kerala,Semi-Urban,BJP,82.99,32.053,1.6678,2021
WE-AC0842,West Bengal,Rural,BJP,68.35,0.9468,-3.1986,2021
WE-AC0843,West Bengal,Semi-Urban,BJP,54.22,-7.601,-10.9799,2021
WE-AC0844,West Bengal,Semi-Urban,TMC,63.37,0.9226,-6.9215,2021
WE-AC0845,West Bengal,Urban,CPIM,68.9,32.2649,-10.6251,2021
TA-AC0846,Tamil Nadu,Rural,AIADMK,76.89,12.1738,-0.0753,2021
AS-AC0847,Assam,Rural,AGP,87.77,16.3768,-9.397,2021
TA-AC0848,Tamil Nadu,Rural,BJP,95.0,18.1857,0.0,2021
PU-AC0849,Puducherry,Urban,BJP,61.13,11.8795,8.336,2021
TA-AC0850,Tamil Nadu,Semi-Urban,DMK,77.93,16.5379,14.4032,2021
WE-AC0851,West Bengal,Rural,TMC,82.9,4.1039,1.1758,2021
PU-AC0852,Puducherry,Rural,INC,80.65,12.493,1.259,2021
WE-AC0853,West Bengal,Rural,CPIM,68.48,5.4267,7.7602,2021
AS-AC0854,Assam,Rural,AIUDF,71.64,16.8395,-4.4781,2021
KE-AC0855,Kerala,Rural,UDF,91.04,34.177,3.9291,2021
PU-AC0856,Puducherry,Rural,INC,84.37,5.9344,-12.2314,2021
WE-AC0857,West Bengal,Semi-Urban,BJP,76.97,20.9464,2.9965,2021
KE-AC0858,Kerala,Rural,BJP,75.74,19.2646,1.4587,2021
WE-AC0859,West Bengal,Urban,CPIM,61.66,15.2031,12.848,2021
AS-AC0860,Assam,Urban,BJP,54.72,2.2149,0.8841,2021
KE-AC0861,Kerala,Urban,UDF,51.12,-23.612,-5.8712,2021
WE-AC0862,West Bengal,Rural,CPIM,70.58,-9.1349,1.5334,2021
KE-AC0863,Kerala,Semi-Urban,BJP,70.15,13.6931,4.8637,2021
PU-AC0864,Puducherry,Rural,DMK,84.32,10.1634,11.7502,2021
KE-AC0865,Kerala,Semi-Urban,BJP,69.23,-8.2499,2.0217,2021
AS-AC0866,Assam,Rural,AGP,81.65,15.1364,8.2595,2021
WE-AC0867,West Bengal,Rural,INC,83.2,13.6435,9.6829,2021
KE-AC0868,Kerala,Semi-Urban,INC,71.45,2.8559,2.955,2021
AS-AC0869,Assam,Rural,BJP,68.83,-16.3972,-18.7818,2021
KE-AC0870,Kerala,Rural,LDF,75.13,-9.5621,-6.0242,2021
TA-AC0871,Tamil Nadu,Urban,INC,60.94,6.5592,7.3824,2021
WE-AC0872,West Bengal,Semi-Urban,INC,68.86,0.6635,2.3061,2021
KE-AC0873,Kerala,Rural,LDF,76.33,13.6451,10.6377,2021
AS-AC0874,Assam,Rural,INC,74.78,-4.0979,-8.3698,2021
AS-AC0875,Assam,Urban,AIUDF,61.13,10.5385,3.671,2021
WE-AC0876,West Bengal,Rural,INC,71.12,9.0762,7.73,2021
TA-AC0877,Tamil Nadu,Rural,BJP,73.54,-10.6367,11.596,2021
KE-AC0878,Kerala,Semi-Urban,UDF,73.58,10.334,-6.7242,2021
KE-AC0879,Kerala,Semi-Urban,BJP,73.46,9.2063,8.4604,2021
PU-AC0880,Puducherry,Semi-Urban,BJP,66.03,12.1438,-5.6601,2021
KE-AC0881,Kerala,Urban,BJP,51.65,-13.8711,-15.6462,2021
KE-AC0882,Kerala,Rural,INC,91.51,36.6602,17.3966,2021
KE-AC0883,Kerala,Urban,LDF,42.13,-3.0318,-2.4929,2021
WE-AC0884,West Bengal,Urban,CPIM,46.02,-4.4646,-9.0084,2021
KE-AC0885,Kerala,Semi-Urban,UDF,70.94,1.9471,-5.006,2021
PU-AC0886,Puducherry,Rural,AINRC,80.93,8.479,14.3967,2021
TA-AC0887,Tamil Nadu,Rural,INC,95.0,15.7081,11.6207,2021
TA-AC0888,Tamil Nadu,Rural,DMK,78.3,-7.8724,-13.0459,2021
WE-AC0889,West Bengal,Urban,CPIM,65.02,37.0116,-0.4115,2021
PU-AC0890,Puducherry,Semi-Urban,INC,67.24,5.6203,-6.3165,2021
WE-AC0891,West Bengal,Semi-Urban,TMC,86.08,23.0249,-6.9034,2021
PU-AC0892,Puducherry,Rural,AINRC,84.84,18.6866,-9.4772,2021
AS-AC0893,Assam,Rural,BJP,77.19,-12.5345,-8.2275,2021
PU-AC0894,Puducherry,Semi-Urban,DMK,65.1,33.1379,-8.0886,2021
TA-AC0895,Tamil Nadu,Rural,INC,76.53,0.3517,13.0065,2021
KE-AC0896,Kerala,Semi-Urban,UDF,83.43,19.3876,1.5389,2021
KE-AC0897,Kerala,Urban,UDF,62.15,5.9457,-0.5224,2021
PU-AC0898,Puducherry,Urban,DMK,64.13,26.4524,-3.1508,2021
PU-AC0899,Puducherry,Rural,AINRC,79.57,-0.8144,-9.0597,2021
TA-AC0900,Tamil Nadu,Rural,DMK,79.26,10.4875,9.0153,2021
TA-AC0901,Tamil Nadu,Urban,DMK,57.2,7.1309,1.6051,2021
PU-AC0902,Puducherry,Rural,BJP,71.17,9.8627,-6.2199,2021
PU-AC0903,Puducherry,Urban,BJP,57.69,11.2376,22.5827,2021
PU-AC0904,Puducherry,Rural,DMK,80.38,30.9327,2.7398,2021
TA-AC0905,Tamil Nadu,Urban,AIADMK,65.31,28.4391,-6.5088,2021
KE-AC0906,Kerala,Rural,INC,85.58,12.4063,6.239,2021
AS-AC0907,Assam,Rural,BJP,77.86,-6.5108,-10.1597,2021
TA-AC0908,Tamil Nadu,Rural,BJP,69.82,-7.6426,19.0112,2021
WE-AC0909,West Bengal,Urban,CPIM,65.91,-1.4628,-23.0147,2021
WE-AC0910,West Bengal,Rural,CPIM,76.89,11.7435,8.9229,2021
AS-AC0911,Assam,Urban,BJP,49.45,-6.8107,1.8022,2021
AS-AC0912,Assam,Rural,BJP,84.32,2.9255,4.3867,2021
TA-AC0913,Tamil Nadu,Rural,INC,82.25,16.0075,-9.2422,2021
WE-AC0914,West Bengal,Rural,BJP,75.87,0.5658,-4.9914,2021
PU-AC0915,Puducherry,Rural,DMK,76.87,8.3981,-15.3795,2021
TA-AC0916,Tamil Nadu,Semi-Urban,INC,55.24,-3.4829,-5.2267,2021
KE-AC0917,Kerala,Rural,BJP,73.39,-9.059,-8.6057,2021
PU-AC0918,Puducherry,Rural,DMK,95.0,13.5734,0.3658,2021
AS-AC0919,Assam,Semi-Urban,AIUDF,67.56,-0.1035,1.15,2021
AS-AC0920,Assam,Urban,BJP,52.35,1.3254,-12.1811,2021
KE-AC0921,Kerala,Rural,LDF,79.75,26.0203,14.8728,2021
TA-AC0922,Tamil Nadu,Semi-Urban,DMK,72.17,39.1744,-6.6353,2021
TA-AC0923,Tamil Nadu,Semi-Urban,BJP,63.38,-8.8844,-12.2301,2021
KE-AC0924,Kerala,Rural,LDF,69.37,-15.9741,-3.2758,2021
AS-AC0925,Assam,Urban,BJP,77.4,21.0635,-4.8332,2021
PU-AC0926,Puducherry,Urban,BJP,72.58,10.2474,8.846,2021
TA-AC0927,Tamil Nadu,Urban,INC,53.19,-7.3003,-6.416,2021
AS-AC0928,Assam,Rural,INC,94.66,13.0842,-0.8504,2021
KE-AC0929,Kerala,Urban,LDF,82.19,36.4176,17.0043,2021
PU-AC0930,Puducherry,Urban,AINRC,69.0,21.5673,2.8305,2021
TA-AC0931,Tamil Nadu,Urban,AIADMK,63.56,0.9817,2.0223,2021
KE-AC0932,Kerala,Semi-Urban,UDF,68.09,8.5161,-4.0205,2021
PU-AC0933,Puducherry,Urban,AINRC,46.58,-16.3153,-17.9841,2021
PU-AC0934,Puducherry,Semi-Urban,DMK,61.8,-1.0969,-20.3232,2021
PU-AC0935,Puducherry,Urban,INC,76.14,16.0125,4.8,2021
AS-AC0936,Assam,Semi-Urban,AIUDF,57.09,7.5316,5.1626,2021
TA-AC0937,Tamil Nadu,Semi-Urban,AIADMK,75.83,9.6572,-5.1082,2021
KE-AC0938,Kerala,Semi-Urban,LDF,81.97,22.3394,10.1476,2021
KE-AC0939,Kerala,Urban,INC,54.29,-4.4683,-15.4345,2021
WE-AC0940,West Bengal,Rural,BJP,71.1,-3.0503,-11.7776,2021
KE-AC0941,Kerala,Rural,BJP,66.0,-11.5388,0.0085,2021
AS-AC0942,Assam,Semi-Urban,AIUDF,84.1,10.8546,10.2642,2021
PU-AC0943,Puducherry,Urban,DMK,73.14,30.5539,21.9665,2021
PU-AC0944,Puducherry,Rural,INC,82.1,5.4393,18.808,2021
PU-AC0945,Puducherry,Urban,DMK,67.65,35.9912,7.6535,2021
AS-AC0946,Assam,Rural,AIUDF,68.54,-16.2778,-23.0198,2021
TA-AC0947,Tamil Nadu,Rural,INC,70.9,-7.9986,-13.1216,2021
PU-AC0948,Puducherry,Rural,AINRC,71.02,-13.6176,-5.913,2021
PU-AC0949,Puducherry,Rural,DMK,72.43,5.1124,-3.0249,2021
PU-AC0950,Puducherry,Semi-Urban,BJP,71.48,-0.1172,-1.2051,2021
WE-AC0951,West Bengal,Rural,BJP,79.01,2.8096,-6.3131,2021
WE-AC0952,West Bengal,Urban,INC,74.31,32.9889,20.133,2021
PU-AC0953,Puducherry,Urban,DMK,64.25,15.362,3.0901,2021
PU-AC0954,Puducherry,Urban,INC,53.9,-9.9309,-12.3386,2021
WE-AC0955,West Bengal,Semi-Urban,BJP,89.96,23.5562,5.5389,2021
PU-AC0956,Puducherry,Urban,BJP,67.03,7.8434,-1.5214,2021
PU-AC0957,Puducherry,Semi-Urban,INC,78.89,18.538,11.8583,2021
PU-AC0958,Puducherry,Rural,BJP,82.75,18.7868,-2.9045,2021
WE-AC0959,West Bengal,Semi-Urban,CPIM,77.51,13.685,14.5965,2021
PU-AC0960,Puducherry,Rural,DMK,91.56,28.4,5.9204,2021
AS-AC0961,Assam,Rural,BJP,78.17,21.8777,-2.2347,2021
KE-AC0962,Kerala,Rural,LDF,64.0,-5.1464,1.9493,2021
PU-AC0963,Puducherry,Rural,INC,77.01,4.6638,-8.2911,2021
AS-AC0964,Assam,Rural,AGP,70.2,-2.4492,-4.228,2021
PU-AC0965,Puducherry,Rural,DMK,71.66,-9.1004,-3.1686,2021
TA-AC0966,Tamil Nadu,Rural,BJP,93.45,17.4192,-1.9547,2021
KE-AC0967,Kerala,Rural,INC,76.28,1.705,18.115,2021
AS-AC0968,Assam,Rural,BJP,72.41,-2.8413,-0.4213,2021
WE-AC0969,West Bengal,Rural,CPIM,91.82,25.0873,1.7708,2021
KE-AC0970,Kerala,Rural,UDF,75.88,-5.8595,-8.089,2021
PU-AC0971,Puducherry,Urban,DMK,55.47,8.7133,5.53,2021
TA-AC0972,Tamil Nadu,Semi-Urban,DMK,55.84,-8.5552,-17.0437,2021
AS-AC0973,Assam,Rural,BJP,91.09,10.9962,5.7201,2021
PU-AC0974,Puducherry,Rural,DMK,84.71,40.65,6.2405,2021
KE-AC0975,Kerala,Semi-Urban,INC,86.71,28.5904,8.0241,2021
TA-AC0976,Tamil Nadu,Rural,BJP,76.95,2.6027,-9.0518,2021
PU-AC0977,Puducherry,Rural,BJP,74.81,15.2198,-1.6933,2021
KE-AC0978,Kerala,Rural,BJP,87.55,14.3847,11.8215,2021
KE-AC0979,Kerala,Rural,INC,84.59,32.4118,18.464,2021
WE-AC0980,West Bengal,Urban,CPIM,69.08,19.4191,9.4847,2021
WE-AC0981,West Bengal,Semi-Urban,INC,76.57,14.1147,6.441,2021
PU-AC0982,Puducherry,Urban,DMK,52.57,-15.3576,-10.3321,2021
AS-AC0983,Assam,Urban,AIUDF,62.09,14.9195,6.1432,2021
KE-AC0984,Kerala,Rural,BJP,74.35,-0.3762,5.4144,2021
PU-AC0985,Puducherry,Semi-Urban,INC,62.23,-8.7701,1.4806,2021
PU-AC0986,Puducherry,Semi-Urban,INC,77.84,19.8181,3.1791,2021
AS-AC0987,Assam,Rural,BJP,75.34,2.588,-12.0838,2021
TA-AC0988,Tamil Nadu,Rural,INC,77.62,-0.9931,-7.1718,2021
TA-AC0989,Tamil Nadu,Urban,AIADMK,62.06,25.4463,-16.9596,2021
AS-AC0990,Assam,Rural,BJP,80.65,7.8157,-3.1356,2021
AS-AC0991,Assam,Urban,AGP,55.21,3.7046,-2.4088,2021
TA-AC0992,Tamil Nadu,Rural,AIADMK,79.99,-4.6819,11.5129,2021
TA-AC0993,Tamil Nadu,Semi-Urban,INC,73.35,3.8004,1.5434,2021
PU-AC0994,Puducherry,Semi-Urban,AINRC,72.5,20.3642,-0.7749,2021
PU-AC0995,Puducherry,Urban,BJP,66.19,10.7604,-3.8234,2021
WE-AC0996,West Bengal,Rural,TMC,85.55,15.5629,5.0805,2021
KE-AC0997,Kerala,Rural,BJP,89.87,10.5196,7.3588,2021
KE-AC0998,Kerala,Rural,BJP,74.47,-12.5127,6.7217,2021
AS-AC0999,Assam,Urban,AGP,65.31,0.1151,3.9876,2021
WE-AC1000,West Bengal,Urban,INC,63.82,16.9944,0.7701,2021
